capital_prestado,plazo_meses,edad_cliente,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,carga_financiera,ratio_cuota_ingreso,saldo_mora_ratio,total_creditos_sector,mes_prestamo,tipo_laboral,tipo_credito,tendencia_ingresos,tiene_codeudor_en_mora
1081504.8,10,52,4500000.0,2000000,92066,824.0,1,4,0.0,121150.0,121150.0,0.0,1,0,0,,0.4444443456790343,0.020459106564642986,0.0,1,5,Empleado,9,,0
1131480.0,12,50,1500000.0,0,90244,866.0,1,2,0.0,0.0,0.0,0.0,1,0,0,1000000.0,0.0,0.06016262655824896,0.0,1,5,Empleado,4,Estable,0
9600000.0,36,62,3000000.0,150000,329607,866.0,2,5,0.0,20578.0,20578.0,0.0,2,0,0,988565.0,0.04999998333333889,0.10986896337701221,0.0,2,7,Empleado,4,Creciente,0
1590902.4,10,43,2200000.0,1000000,135075,730.0,11,7,0.0,53767.0,46864.0,0.0,8,1,0,1240705.0,0.4545452479339782,0.061397699364682104,0.0,9,2,Empleado,9,Creciente,0
3692160.0,10,42,8000000.0,2500000,341296,695.0,10,5,0.0,51258.0,51258.0,0.0,5,0,0,908526.0,0.3124999609375049,0.042661994667250666,0.0,5,12,Independiente,7,Estable,0
4607640.0,6,47,2000000.0,900000,685023,839.0,7,3,0.0,0.0,0.0,0.0,4,0,0,,0.4499997750001125,0.34251132874433565,0.0,4,4,Independiente,4,,0
821208.0,5,42,5000000.0,2000000,133418,772.0,6,6,0.0,1197.0,1197.0,0.0,4,0,2,3017638.0,0.399999920000016,0.026683594663281067,0.0,6,7,Independiente,9,Creciente,0
1383481.2,6,22,1900000.0,350000,205337,776.0,4,2,0.0,849.0,849.0,0.0,1,0,0,1380000.0,0.18421042936293192,0.10807204838313243,0.0,1,12,Empleado,4,Estable,0
839880.0,12,33,4000000.0,1000000,65930,750.0,10,3,0.0,108915.0,108915.0,0.0,9,0,0,6844162.0,0.24999993750001562,0.01648249587937603,0.0,9,12,Empleado,4,Creciente,0
6024000.0,6,49,8000000.0,3800000,902177,821.0,7,3,0.0,139329.0,60309.0,0.0,4,3,0,,0.47499994062500744,0.11277211090348614,0.0,7,7,Independiente,4,,0
2493240.0,6,28,4200000.0,1978000,374709,754.0,13,7,0.0,43767.0,43767.0,0.0,5,0,0,975052.0,0.47095226882088836,0.08921640732942683,0.0,5,9,Empleado,4,Creciente,0
7200000.0,36,47,2098000.0,340000,273894,746.0,10,1,0.0,9258.0,9258.0,0.0,2,0,5,,0.16205902666395297,0.1305499854385198,0.0,7,12,Independiente,4,,0
1464000.0,6,50,1510000.0,0,221119,796.0,0,4,0.0,0.0,,,0,0,0,,0.0,0.1464363268633597,0.0,0,7,Independiente,4,,0
1021320.0,6,27,908526.0,0,151417,842.0,3,4,0.0,13956.0,30.0,0.0,1,1,0,931394.0,0.0,0.16666208048852704,0.0,2,7,Empleado,4,Creciente,0
2213971.2,9,32,7750000.0,2981000,209446,672.0,21,19,0.0,67701.0,67701.0,0.0,10,0,9,973011.0,0.38464511165869525,0.02702528683544686,0.0,19,9,Empleado,9,Creciente,0
7056000.0,6,38,3000000.0,950000,1045376,842.0,5,5,0.0,17434.0,17434.0,0.0,4,0,1,,0.31666656111114627,0.3484585505138165,0.0,5,12,Independiente,4,,0
674760.0,12,41,900000.0,300000,53493,786.0,3,0,0.0,1813.0,1813.0,0.0,0,1,0,,0.3333329629633745,0.05943660062599931,0.0,1,3,Independiente,4,,0
1594320.0,6,43,2300000.0,950000,236476,859.0,3,7,0.0,44361.0,44361.0,0.0,2,0,0,2373855.0,0.41304329867682665,0.10281560747147502,0.0,2,1,Empleado,4,Creciente,0
1200000.0,6,58,2930000.0,141000,182158,864.0,3,2,0.0,407.0,407.0,0.0,2,0,0,1727272.0,0.0481228504700169,0.06216994465189602,0.0,2,8,Empleado,4,Decreciente,0
6250620.0,36,39,5000000.0,1000000,206003,784.0,2,5,0.0,20018.0,20018.0,0.0,2,0,0,,0.199999960000008,0.041200591759881645,0.0,2,5,Independiente,10,,0
4344000.0,6,43,20000000.0,10000000,645827,838.0,5,1,0.0,4223.0,4223.0,0.0,2,1,1,1000000.0,0.49999997500000126,0.03229134838543258,0.0,4,4,Independiente,4,Estable,0
2909254.8,12,54,2030000.0,198600,229979,783.0,1,2,0.0,694.0,694.0,0.0,0,0,1,1454600.0,0.09783246412193886,0.11329009197532415,0.0,1,3,Empleado,4,Creciente,0
4589198.399999999,10,59,2100000.0,0,402630,788.0,2,3,0.0,15.0,15.0,0.0,0,0,0,983368.0,0.0,0.19172848012929516,0.0,0,10,Independiente,9,Creciente,0
856282.7999999999,10,61,14454000.0,4902000,73659,875.0,9,2,0.0,241952.0,237509.0,0.0,6,0,0,1513333.0,0.33914484992771204,0.005096097613387463,0.0,6,9,Empleado,9,Creciente,0
1890746.4,10,46,5500000.0,2800000,160617,841.0,9,0,0.0,114918.0,114918.0,0.0,7,1,0,5800575.0,0.5090908165289425,0.02920308559943898,0.0,8,4,Empleado,9,Creciente,0
3942000.0,36,45,6000000.0,1000000,128260,851.0,7,3,0.0,84694.0,84694.0,0.0,4,0,0,,0.16666663888889352,0.02137666310388948,0.0,4,3,Empleado,4,,0
1132428.0,6,50,2401000.0,0,174087,818.0,0,0,0.0,0.0,,,0,0,0,958333.0,0.0,0.07250600895209956,0.0,0,12,Empleado,4,Creciente,0
2864280.0,12,40,1350000.0,354000,224750,784.0,9,5,0.0,11836.0,3704.0,0.0,2,3,1,908526.0,0.262222027983683,0.16648135816195692,0.0,6,12,Empleado,4,Estable,0
4838794.8,6,21,1930000.0,312000,665641,768.0,1,4,0.0,11322.0,11322.0,0.0,1,0,0,,0.16165794732748842,0.3448915311442844,0.0,1,9,Empleado,9,,0
2615280.0,12,32,6500000.0,1000000,204785,766.0,12,18,0.0,1956.0,1956.0,0.0,5,0,1,3043423.0,0.15384613017751844,0.03150537976840311,0.0,6,7,Empleado,4,Creciente,0
1652160.0,6,43,3000000.0,1500000,245558,764.0,2,0,0.0,0.0,0.0,0.0,0,0,0,958333.0,0.4999998333333889,0.08185263938245355,0.0,0,2,Independiente,4,Creciente,0
3240000.0,6,44,2000000.0,1000000,481044,773.0,2,2,0.0,49064.0,49064.0,0.0,1,1,0,908526.0,0.499999750000125,0.24052187973906014,0.0,2,12,Empleado,4,Estable,0
4707000.0,6,45,2800000.0,800000,699118,824.0,7,1,0.0,41840.0,41840.0,0.0,5,0,0,1000000.0,0.2857141836735058,0.24968491082681757,0.0,5,3,Empleado,4,Estable,0
8400000.0,24,60,4000000.0,800000,368905,888.0,5,7,0.0,34794.0,34794.0,0.0,4,0,0,1025010.0,0.1999999500000125,0.09222622694344326,0.0,4,3,Empleado,4,Creciente,0
1436400.0,24,48,1000000.0,600000,63131,807.0,3,3,0.0,0.0,0.0,0.0,3,0,0,1197944.0,0.5999994000006,0.06313093686906313,0.0,3,1,Empleado,4,Creciente,0
2040000.0,6,37,12000000.0,9000000,305518,784.0,10,6,0.0,117565.0,117565.0,0.0,6,0,2,,0.7499999375000052,0.02545983121168073,0.0,8,7,Independiente,4,,0
924000.0,8,59,1000000.0,160000,105559,832.0,3,0,0.0,2536.0,2536.0,0.0,2,0,1,939017.0,0.15999984000016,0.10555889444110556,0.0,3,4,Empleado,4,Creciente,0
1755480.0,12,39,7000000.0,3000000,121908,886.0,9,5,0.0,30920.0,30920.0,0.0,5,0,0,908526.0,0.4285713673469475,0.01741542608351056,0.0,5,1,Empleado,4,Estable,0
2376000.0,12,64,3500000.0,1000000,186883,841.0,1,2,0.0,420.0,420.0,0.0,0,0,1,,0.285714204081656,0.05339512760139212,0.0,1,3,Independiente,4,,0
1626294.0,12,38,5000000.0,1500000,128927,802.0,13,11,0.0,414337.0,414337.0,0.0,7,1,0,5343984.0,0.299999940000012,0.02578539484292103,0.0,8,4,Empleado,4,Decreciente,0
3132000.0,6,48,908526.0,4275000,471471,765.0,9,2,0.0,69120.0,66476.0,0.0,2,1,0,966736.0,4.705418771263815,0.5189399984810578,0.0,3,8,Independiente,4,Creciente,0
1232040.0,12,27,3270000.0,89000,99786,742.0,4,1,0.0,41966.0,0.0,0.0,1,0,1,908333.0,0.02721711705898561,0.030515586998291436,0.0,2,9,Empleado,4,Creciente,0
2400000.0,6,51,9000000.0,4000000,355848,797.0,13,3,0.0,210127.0,179644.0,0.0,7,2,0,,0.4444443950617339,0.03953866227348197,0.0,9,7,Empleado,4,,0
6000000.0,36,26,1200000.0,400000,195480,763.0,1,1,0.0,993.0,993.0,0.0,0,0,1,848014.0,0.333333055555787,0.16289986425011313,0.0,1,1,Empleado,4,Creciente,0
667800.0,3,40,2500000.0,1200000,178919,753.0,3,1,0.0,87425.0,73734.0,0.0,1,0,1,,0.4799998080000768,0.07156757137297146,0.0,2,3,Empleado,9,,0
1926900.0,12,27,4000000.0,800000,151197,734.0,5,6,0.0,6508.0,6508.0,0.0,4,0,1,3600000.0,0.1999999500000125,0.037799240550189864,0.0,5,2,Empleado,4,Creciente,0
907200.0,12,32,276627450.0000147,400000,70948,770.0,7,4,0.0,6097.0,6097.0,0.0,1,2,1,846374.0,0.0014459880917602017,0.000256474907835507,0.0,4,1,Empleado,4,Creciente,0
5204714.399999999,10,90,33000000.0,3000000,477814,150.0,0,0,,,,,0,0,0,,0.09090908815427005,0.014479211682448132,,0,1,Empleado,9,,0
953479.2,6,60,1000000.0,200000,142322,862.0,3,1,0.0,6443.0,6443.0,0.0,0,1,1,,0.1999998000002,0.14232185767814232,0.0,2,3,Independiente,4,,0
878880.0,5,57,2000000.0,1500000,142457,857.0,2,2,0.0,0.0,0.0,0.0,0,0,1,877803.0,0.7499996250001875,0.07122846438576781,0.0,1,12,Independiente,9,Estable,0
2060065.2,9,31,2925000.0,912000,196279,820.0,5,6,0.0,98845.0,4145.0,0.0,4,0,1,6517621.0,0.31179476519837085,0.06710390868242438,0.0,5,10,Empleado,9,Creciente,0
5493334.8,2,90,29000000.0,980000,2165346,150.0,0,0,,,,,0,0,0,,0.03379310228299647,0.07466710087354825,,0,1,Empleado,9,,0
2801404.8,10,62,2000000.0,800000,237602,725.0,6,0,0.0,354.0,354.0,,0,0,6,,0.3999998000001,0.1188009405995297,0.0,6,12,Empleado,9,,0
466014.0,2,28,3200000.0,1500000,183692,844.0,4,2,0.0,6920.0,6920.0,0.0,3,0,0,3500000.0,0.4687498535156708,0.05740373206133373,0.0,3,2,Empleado,9,Estable,0
4468800.0,10,41,1800000.0,260000,413496,736.0,4,1,0.0,2475.0,2475.0,0.0,0,0,1,917673.0,0.14444436419757545,0.2297198723778487,0.0,1,3,Empleado,4,Creciente,0
1159815.6,10,32,1500000.0,600000,98628,764.0,5,2,0.0,1629.0,1629.0,0.0,2,1,0,30285.0,0.39999973333351113,0.06575195616536256,0.0,3,5,Empleado,9,Creciente,0
1308747.6,10,43,2300000.0,1300000,111002,839.0,4,0,0.0,312.0,312.0,,0,0,3,,0.5652171455577628,0.048261718147079066,0.0,3,1,Independiente,9,,0
2728680.0,6,48,2300000.0,600000,378983,843.0,8,1,0.0,21188.0,21188.0,0.0,5,0,0,1397340.0,0.26086945179589055,0.16477514574993662,0.0,5,1,Empleado,4,Decreciente,0
799680.0,11,42,3100000.0,1500000,62288,789.0,4,2,0.0,1432.0,1432.0,0.0,0,0,1,916842.0,0.4838708116545769,0.020092896744226856,0.0,1,2,Empleado,9,Creciente,0
579206.4,2,28,5000000.0,2000000,228209,708.0,6,0,0.0,185318.0,177541.0,0.0,1,0,2,,0.399999920000016,0.04564179087164182,0.0,3,12,Independiente,9,,0
1647480.0,6,24,1200000.0,300000,245512,740.0,4,7,0.0,971.0,971.0,0.0,1,0,1,804580.0,0.24999979166684028,0.20459316283903098,0.0,2,5,Empleado,4,Creciente,0
1953480.0,12,42,5000000.0,150000,135658,835.0,5,3,0.0,1971.0,1971.0,0.0,4,0,0,30589.0,0.0299999940000012,0.027131594573681084,0.0,4,1,Independiente,4,Creciente,0
1269000.0,4,45,5000000.0,2000000,255259,906.0,8,2,0.0,35295.0,21237.0,0.0,5,0,1,,0.399999920000016,0.05105178978964204,0.0,6,6,Empleado,9,,0
7776000.0,6,42,4000000.0,3000000,1158872,772.0,7,3,0.0,7179.0,7179.0,0.0,2,0,3,960796.0,0.7499998125000469,0.2897179275705181,0.0,5,5,Independiente,4,Creciente,0
3865680.0,24,27,2000000.0,500000,174150,760.0,3,14,0.0,12781.0,12781.0,0.0,2,0,0,1094130.0,0.2499998750000625,0.08707495646252177,0.0,2,5,Empleado,4,Creciente,0
2275200.0,10,51,3500000.0,1500000,210303,769.0,6,1,0.0,6605.0,6605.0,0.0,3,0,0,400000.0,0.42857130612248395,0.0600865542609845,0.0,3,2,Independiente,4,Estable,0
3426804.0,12,45,8000000.0,4000000,267994,803.0,2,8,0.0,80275.0,80275.0,0.0,2,0,0,,0.4999999375000078,0.033499245812594274,0.0,2,12,Empleado,4,,0
3099360.0,6,56,1950000.0,700000,460025,789.0,14,4,0.0,3110.0,3110.0,0.0,2,0,10,964498.0,0.3589741748850385,0.23591013543069977,0.0,12,2,Empleado,4,Creciente,0
2880812.4,11,67,1860000.0,175000,232036,742.0,12,3,0.0,2672.0,2672.0,0.0,0,0,11,0.0,0.094085970921521,0.12475047056426314,0.0,11,10,Empleado,9,Estable,0
6480000.0,12,59,9000000.0,4500000,509995,775.0,4,6,0.0,4367.0,4367.0,0.0,2,0,0,919764.0,0.4999999444444506,0.056666104814877244,0.0,2,4,Independiente,4,Creciente,0
1485480.0,12,62,1600000.0,300000,116706,804.0,3,4,0.0,11224.0,8280.0,0.0,2,0,1,,0.18749988281257324,0.07294120441174724,0.0,3,1,Empleado,4,,0
3864000.0,8,57,7000000.0,3500000,438615,769.0,9,5,0.0,16483.0,16483.0,0.0,4,0,3,1402083.0,0.49999992857143877,0.06265927676296046,0.0,7,2,Independiente,4,Creciente,0
2858280.0,6,40,1700000.0,350000,396983,826.0,4,2,0.0,2809.0,2809.0,0.0,0,1,0,1399884.0,0.20588223183398127,0.23351927440042683,0.0,1,1,Empleado,4,Creciente,0
1269000.0,8,53,5000000.0,2000000,132524,795.0,12,3,0.0,77615.0,21704.0,0.0,5,6,1,366667.0,0.399999920000016,0.02650479469904106,0.0,12,5,Independiente,9,Estable,0
3939482.4,12,39,3700000.0,1500000,273575,855.0,4,4,0.0,106883.0,6718.0,0.0,3,0,0,4158262.0,0.40540529583640655,0.07393916920562994,0.0,3,1,Empleado,4,Creciente,0
892669.2,6,24,1500000.0,1000000,121685,779.0,2,4,0.0,18992.0,18030.0,0.0,1,0,1,978280.0,0.6666662222225185,0.08112327925114717,0.0,2,1,Empleado,9,Creciente,0
2453880.0,12,27,3500000.0,1000000,192772,799.0,3,9,0.0,66453.0,66453.0,0.0,2,0,1,3322333.0,0.285714204081656,0.05507769854922898,0.0,3,2,Empleado,4,Creciente,0
3744000.0,6,51,4500000.0,976000,560716,855.0,5,7,0.0,24099.0,24099.0,0.0,4,0,1,,0.21688884069136874,0.12460352786588269,0.0,5,7,Independiente,4,,0
3249999.6,6,53,7000000.0,0,481551,743.0,8,3,0.0,28475.0,28475.0,0.0,2,0,1,933334.0,0.0,0.06879299017242997,0.0,3,2,Independiente,4,Estable,0
539880.0,12,35,1200000.0,400000,42363,772.0,3,3,0.0,11933.0,11933.0,0.0,1,0,2,,0.333333055555787,0.03530247058127452,0.0,3,12,Empleado,4,,0
1311600.0,6,51,3800000.0,1800000,196448,729.0,5,4,0.0,22539.0,22539.0,0.0,0,2,1,,0.47368408587260896,0.0516968285008346,0.0,3,5,Independiente,4,,0
2897700.0,6,60,6000000.0,3000000,430093,871.0,6,0,0.0,258771.0,236386.0,0.0,3,0,1,5168099.0,0.49999991666668053,0.07168215471964089,0.0,4,1,Empleado,4,Decreciente,0
2665297.2,11,31,3600000.0,2000000,207722,691.0,7,10,0.0,53698.0,53698.0,0.0,0,0,7,917304.0,0.5555554012346108,0.05770053952762791,0.0,7,4,Empleado,9,Creciente,0
936000.0,6,44,2000000.0,1000000,139148,809.0,2,1,0.0,11236.0,11236.0,0.0,2,0,0,516667.0,0.499999750000125,0.0695739652130174,0.0,2,3,Empleado,4,Creciente,0
516000.0,6,56,2500000.0,700000,76900,840.0,6,6,0.0,1768.0,1768.0,0.0,3,0,1,886727.0,0.2799998880000448,0.030759987696004923,0.0,4,5,Empleado,4,Creciente,0
945240.0,6,30,1100000.0,500000,131283,728.0,4,2,0.0,19565.0,19565.0,0.0,1,1,0,868147.0,0.4545450413226897,0.11934807331993334,0.0,2,1,Empleado,4,Creciente,0
455290.8,6,34,900000.0,300000,67685,806.0,2,2,0.0,3416.0,3416.0,0.0,1,0,1,,0.3333329629633745,0.07520547199392001,0.0,2,1,Independiente,4,,0
2437200.0,24,36,2000000.0,0,84625,758.0,2,16,0.0,55.0,55.0,0.0,0,0,0,1246874.0,0.0,0.042312478843760576,0.0,0,4,Empleado,4,Decreciente,0
770158.7999999999,6,60,2500000.0,500000,114390,829.0,7,3,0.0,5874.0,4980.0,0.0,6,0,0,,0.199999920000032,0.04575598169760732,0.0,6,1,Independiente,4,,0
2974440.0,12,43,2200000.0,800000,206558,844.0,9,6,0.0,196164.0,39094.0,0.0,5,0,1,1060016.0,0.3636361983471826,0.09388995732274667,0.0,6,1,Empleado,4,Creciente,0
1620000.0,12,69,1500000.0,300000,127116,808.0,1,0,0.0,1569.0,1569.0,0.0,0,0,1,,0.19999986666675557,0.08474394350403766,0.0,1,12,Empleado,4,,0
366000.0,6,43,4000000.0,2000000,54361,755.0,13,8,0.0,147978.0,129015.0,0.0,2,2,7,3759105.0,0.49999987500003124,0.01359024660243835,0.0,11,2,Empleado,4,Creciente,0
2598720.0,36,32,4767000.0,250000,102145,819.0,6,0,0.0,0.0,0.0,0.0,1,0,0,2574820.0,0.05244387404156198,0.021427518055901394,0.0,1,2,Empleado,4,Creciente,0
1185660.0,5,39,5000000.0,2000000,192350,792.0,8,3,0.0,143502.0,143502.0,0.0,4,0,1,31047.0,0.399999920000016,0.03846999230600154,0.0,5,4,Independiente,9,Creciente,0
1185660.0,4,48,5000000.0,2000000,238437,720.0,19,4,0.0,133879.0,133879.0,0.0,15,0,2,946640.0,0.399999920000016,0.047687390462521906,0.0,17,5,Independiente,9,Creciente,0
5047200.0,18,36,3200000.0,400000,280056,732.0,8,6,0.0,13078.0,13078.0,0.0,6,0,2,3242000.0,0.12499996093751221,0.0875174726507898,0.0,8,1,Empleado,4,Creciente,0
413592.0,6,41,5000000.0,2000000,56513,732.0,9,9,0.0,84022.0,84022.0,0.0,6,0,2,826757.0,0.399999920000016,0.011302597739480452,0.0,8,5,Empleado,9,Creciente,0
2640000.0,10,26,1400000.0,300000,244022,733.0,8,5,0.0,15260.0,15260.0,0.0,1,1,3,1516116.0,0.21428556122459913,0.1743013040704971,0.0,5,12,Empleado,4,Creciente,0
6000000.0,36,52,1000000.0,260000,210618,841.0,2,3,0.0,8603.0,8603.0,0.0,1,0,0,969508.0,0.25999974000026,0.21061778938221062,0.0,1,9,Independiente,4,Creciente,0
2429640.0,24,30,2000000.0,1000000,106459,765.0,4,5,0.0,2564.0,2564.0,0.0,1,0,2,1809634.0,0.499999750000125,0.05322947338526331,0.0,3,2,Empleado,4,Creciente,0
1621632.0,6,42,2740000.0,107000,243701,818.0,3,4,0.0,825.0,825.0,0.0,1,0,1,793152.0,0.03905108063829174,0.08894193834235826,0.0,2,10,Independiente,4,Decreciente,0
1522963.2,2,53,2000000.0,1500000,600493,827.0,8,3,0.0,108150.0,108150.0,0.0,5,0,0,,0.7499996250001875,0.3002463498768251,0.0,5,3,Empleado,9,,0
5335927.2,10,46,8000000.0,1000000,453757,753.0,13,10,0.0,262345.0,262345.0,0.0,5,0,2,939017.0,0.12499998437500195,0.05671961791004776,0.0,7,5,Independiente,9,Creciente,0
1488000.0,6,57,5000000.0,2000000,221210,785.0,4,5,0.0,60878.0,60878.0,0.0,0,3,0,981410.0,0.399999920000016,0.04424199115160177,0.0,3,4,Independiente,4,Creciente,0
5117095.2,10,39,14811166.0,10453750,433325,724.0,8,6,0.0,6837.0,6837.0,0.0,1,0,3,1700000.0,0.705801912840494,0.029256641289643146,0.0,4,12,Empleado,9,Estable,0
360000.0,6,61,2280000.0,707000,54647,806.0,6,5,0.0,7649.0,7649.0,0.0,3,0,3,2047563.0,0.3100875832949196,0.023967971943871954,0.0,6,9,Empleado,4,Creciente,0
416700.0,6,42,3300000.0,1600000,61891,811.0,4,2,0.0,0.0,0.0,0.0,4,0,0,4499672.0,0.4848483379247461,0.01875484280156279,0.0,4,3,Empleado,4,Creciente,0
5090430.0,10,45,5000000.0,3000000,433561,838.0,9,5,0.0,304048.0,4641.0,0.0,8,0,0,6466069.0,0.599999880000024,0.08671218265756347,0.0,8,7,Empleado,9,Decreciente,0
3510889.2,10,38,4900000.0,3000000,298872,825.0,10,4,0.0,278089.0,72555.0,0.0,6,1,1,3676666.0,0.6122447730112708,0.060994273266474844,0.0,8,6,Empleado,9,Creciente,0
9713983.2,10,41,21950000.0,31257000,856655,825.0,22,12,0.0,425757.0,412924.0,0.0,11,0,9,1325000.0,1.4240090467421846,0.039027560864348027,0.0,20,11,Independiente,9,Creciente,0
1115761.2,12,28,2000000.0,650000,87550,754.0,7,1,0.0,15650.0,10752.0,0.0,1,0,2,2122990.0,0.32499983750008127,0.043774978112510944,0.0,3,12,Empleado,4,Creciente,0
1276800.0,8,46,2100000.0,1000000,144942,779.0,4,5,0.0,34475.0,34475.0,0.0,3,0,0,923771.0,0.47619024943321453,0.06901996713334899,0.0,3,2,Empleado,4,Creciente,0
3136789.2,6,36,4900000.0,2000000,435665,887.0,6,0,0.0,55741.0,55741.0,0.0,5,0,0,5233784.0,0.4081631820075139,0.08891120634465177,0.0,5,1,Empleado,4,Creciente,0
360000.0,6,35,1100000.0,350000,53445,764.0,4,4,0.0,455.0,455.0,0.0,0,0,4,874741.0,0.3181815289258828,0.0485863194669823,0.0,4,12,Empleado,4,Creciente,0
2909440.8,10,65,5000000.0,3000000,246765,430.0,13,2,366.0,50549.0,50549.0,0.0,10,0,2,,0.599999880000024,0.049352990129401975,0.0072403560830860535,12,1,Independiente,9,,0
1139880.0,6,39,5000000.0,0,169457,763.0,4,2,0.0,5110.0,5110.0,0.0,0,0,4,,0.0,0.033891393221721355,0.0,4,4,Empleado,4,,0
2861613.6,4,57,4200000.0,1800000,574494,840.0,4,2,0.0,95942.0,95942.0,0.0,1,0,1,908526.0,0.42857132653063656,0.1367842531466064,0.0,2,2,Empleado,9,Creciente,0
1261978.8,6,28,2188000.0,680000,187683,738.0,8,4,0.0,3408.0,3408.0,0.0,4,0,1,,0.31078596399178976,0.085778297176281,0.0,5,6,Empleado,4,,0
2625240.0,12,34,4500000.0,200000,182308,715.0,5,4,0.0,9643.0,9643.0,0.0,0,0,1,916148.0,0.04444443456790343,0.04051287988602669,0.0,1,1,Independiente,4,Creciente,0
3217939.2,11,49,4320000.0,1010000,264132,786.0,3,1,0.0,5708.0,5708.0,0.0,1,0,0,,0.2337962421767958,0.06114165251350636,0.0,1,2,Independiente,9,,0
4626270.0,10,37,2280000.0,256000,401077,859.0,4,3,0.0,261407.0,14993.0,0.0,4,0,0,3342541.0,0.11228065250848575,0.17591088775838257,0.0,4,10,Empleado,9,Creciente,0
5218080.0,36,43,7087000.0,1379000,191853,811.0,2,7,0.0,40989.0,40989.0,0.0,2,0,0,3000044.0,0.19458160087743745,0.027071112308295144,0.0,2,11,Empleado,4,Estable,0
3432697.2,10,38,3000000.0,2000000,291451,860.0,10,4,0.0,8004.0,8004.0,0.0,5,0,2,1000000.0,0.6666664444445185,0.09715030094989968,0.0,7,3,Empleado,9,Estable,0
12000000.0,8,26,20000000.0,4000000,1363334,790.0,4,3,0.0,50813.0,50813.0,0.0,2,0,2,977131.0,0.1999999900000005,0.06816669659166517,0.0,4,3,Empleado,4,Creciente,0
1185660.0,2,29,5000000.0,2000000,467566,809.0,3,2,0.0,1017.0,1017.0,0.0,2,0,0,2050000.0,0.399999920000016,0.09351318129736375,0.0,2,3,Independiente,9,Decreciente,0
2015880.0,12,34,1300000.0,650000,139992,734.0,5,4,0.0,5441.0,5441.0,0.0,2,1,2,1283936.0,0.4999996153849112,0.1076860710107146,0.0,5,1,Empleado,4,Creciente,0
3744000.0,36,26,2500000.0,15,130000,720.0,2,3,0.0,5221.0,5221.0,0.0,1,1,0,30285.0,5.99999760000096e-06,0.05199997920000832,0.0,2,8,Empleado,4,Creciente,0
1071852.0,10,23,1500000.0,800000,90909,724.0,3,3,0.0,7188.0,7188.0,0.0,0,0,2,2444958.0,0.5333329777780148,0.06060595959602694,0.0,2,2,Empleado,9,Creciente,0
8414161.2,12,41,20000000.0,5000000,584317,747.0,10,8,0.0,434232.0,434232.0,0.0,8,0,0,8267587.0,0.24999998750000063,0.029215848539207574,0.0,8,1,Independiente,4,Estable,0
4473715.2,10,90,20279182.0,6229738,379440,150.0,0,0,,,,,0,0,0,,0.30719866771753085,0.01871081295533454,,0,5,Empleado,9,,0
1380000.0,6,48,1200000.0,480000,204968,821.0,2,0,0.0,7567.0,0.0,0.0,0,1,0,,0.3999996666669444,0.1708065243278964,0.0,1,2,Empleado,4,,0
5762640.0,12,39,4000000.0,2000000,400183,287.0,4,7,4973.0,6800.0,6800.0,0.0,1,0,2,1000000.0,0.49999987500003124,0.10004572498856876,0.7312159976474047,3,7,Independiente,9,Creciente,0
1852560.0,12,32,3500000.0,1000000,128650,795.0,0,2,0.0,0.0,,,0,0,0,916148.0,0.285714204081656,0.03675713235510504,0.0,0,1,Empleado,4,Creciente,0
444000.0,6,34,3500000.0,1500000,66010,721.0,11,3,0.0,14310.0,14310.0,0.0,2,1,6,3692208.0,0.42857130612248395,0.01885999461143011,0.0,9,1,Empleado,4,,0
1979887.2,10,27,2500000.0,1000000,168101,751.0,7,4,0.0,73116.0,59767.0,0.0,0,4,0,2225649.0,0.399999840000064,0.06724037310385075,0.0,4,3,Empleado,9,Creciente,0
3387720.0,9,42,5000000.0,2000000,317596,890.0,7,2,0.0,14526.0,14526.0,0.0,5,0,0,7423500.0,0.399999920000016,0.06351918729616254,0.0,5,6,Empleado,9,Creciente,0
2469120.0,6,29,2800000.0,893000,372930,786.0,5,3,0.0,32475.0,22539.0,0.0,1,0,2,2248986.0,0.3189284575255509,0.13318923814670067,0.0,3,9,Empleado,4,Creciente,0
5339523.6,12,52,3000000.0,500000,419978,782.0,7,2,0.0,142409.0,142409.0,0.0,6,0,0,1070282.0,0.16666661111112963,0.13999262000246,0.0,6,3,Independiente,4,Creciente,0
4515600.0,24,28,3000000.0,500000,196931,772.0,8,6,0.0,37912.0,37912.0,0.0,5,0,0,863151.0,0.16666661111112963,0.06564364478545173,0.0,5,1,Independiente,4,Creciente,0
1923600.0,6,46,2000000.0,700000,285212,735.0,6,7,0.0,39337.0,39337.0,0.0,2,1,2,2434247.0,0.34999982500008747,0.14260592869703564,0.0,5,1,Empleado,4,Decreciente,0
1269000.0,2,36,5000000.0,2000000,500578,804.0,6,3,0.0,9843.0,9843.0,0.0,2,0,3,,0.399999920000016,0.100115579976884,0.0,5,5,Independiente,9,,0
2328000.0,12,42,16000000.0,12000000,182670,762.0,10,7,0.0,185912.0,185912.0,0.0,7,0,1,860936.0,0.7499999531250029,0.011416874286445357,0.0,8,12,Independiente,4,Decreciente,0
